flag_id,trip_id,driver_id,timestamp,elapsed_seconds,flag_type,severity,motion_score,audio_score,combined_score,explanation,context,date,trip_start
FLAG001,TRIP001,DRV107,2024-02-06 07:02:30,1050,moderate_brake,low,0.48,0.18,0.29,Moderate Brake detected (2.4 m/s²). Motion-only signal.,Motion: moderate_brake | Audio: normal,2024-02-06,06:45:00
FLAG113,TRIP024,DRV189,2024-02-06 07:03:59,959,harsh_braking,low,0.36,0.18,0.22,Harsh Braking detected (2.5 m/s²). Motion-only signal.,Motion: harsh_braking | Audio: normal,2024-02-06,06:48:00
FLAG114,TRIP024,DRV189,2024-02-06 07:13:20,1520,harsh_braking,low,0.41,0.18,0.25,Harsh Braking detected (2.8 m/s²). Motion-only signal.,Motion: harsh_braking | Audio: normal,2024-02-06,06:48:00
FLAG115,TRIP024,DRV189,2024-02-06 06:50:02,122,moderate_brake,medium,0.43,0.8,0.6,Combined signal: Moderate Brake (2.2 m/s²) + elevated cabin audio (87 dB). Traffic conditions.,Motion: moderate_brake | Audio: loud,2024-02-06,06:48:00
FLAG116,TRIP024,DRV189,2024-02-06 07:13:05,1505,moderate_brake,low,0.47,0.18,0.28,Moderate Brake detected (2.3 m/s²). Motion-only signal.,Motion: moderate_brake | Audio: normal,2024-02-06,06:48:00
FLAG117,TRIP025,DRV188,2024-02-06 07:55:02,2,moderate_brake,low,0.46,0.18,0.28,Moderate Brake detected (2.3 m/s²). Motion-only signal.,Motion: moderate_brake | Audio: normal,2024-02-06,07:55:00
FLAG118,TRIP025,DRV188,2024-02-06 08:04:07,547,harsh_braking,low,0.37,0.18,0.22,Harsh Braking detected (2.6 m/s²). Motion-only signal.,Motion: harsh_braking | Audio: normal,2024-02-06,07:55:00
FLAG119,TRIP025,DRV188,2024-02-06 08:04:40,580,moderate_brake,low,0.48,0.18,0.29,Moderate Brake detected (2.4 m/s²). Motion-only signal.,Motion: moderate_brake | Audio: normal,2024-02-06,07:55:00
FLAG120,TRIP025,DRV188,2024-02-06 08:13:06,1086,moderate_brake,low,0.48,0.18,0.29,Moderate Brake detected (2.4 m/s²). Motion-only signal.,Motion: moderate_brake | Audio: normal,2024-02-06,07:55:00
FLAG121,TRIP025,DRV188,2024-02-06 08:03:09,489,moderate_brake,low,0.38,0.18,0.23,Moderate Brake detected (1.9 m/s²). Motion-only signal.,Motion: moderate_brake | Audio: normal,2024-02-06,07:55:00
FLAG122,TRIP026,DRV024,2024-02-06 08:19:35,1055,moderate_brake,medium,0.48,0.8,0.62,Combined signal: Moderate Brake (2.4 m/s²) + elevated cabin audio (83 dB). Traffic conditions.,Motion: moderate_brake | Audio: loud,2024-02-06,08:02:00
FLAG123,TRIP026,DRV024,2024-02-06 08:10:30,510,harsh_braking,medium,0.4,0.86,0.61,Combined signal: Harsh Braking (2.8 m/s²) + elevated cabin audio (86 dB). Traffic conditions.,Motion: harsh_braking | Audio: argument,2024-02-06,08:02:00
FLAG124,TRIP026,DRV024,2024-02-06 08:25:56,1436,harsh_braking,low,0.42,0.18,0.25,Harsh Braking detected (3.0 m/s²). Motion-only signal.,Motion: harsh_braking | Audio: normal,2024-02-06,08:02:00
FLAG125,TRIP026,DRV024,2024-02-06 08:07:23,323,moderate_brake,low,0.38,0.18,0.23,Moderate Brake detected (1.9 m/s²). Motion-only signal.,Motion: moderate_brake | Audio: normal,2024-02-06,08:02:00
FLAG126,TRIP026,DRV024,2024-02-06 08:31:57,1797,harsh_braking,low,0.39,0.18,0.23,Harsh Braking detected (2.7 m/s²). Motion-only signal.,Motion: harsh_braking | Audio: normal,2024-02-06,08:02:00
FLAG127,TRIP026,DRV024,2024-02-06 08:19:03,1023,moderate_brake,medium,0.36,0.8,0.56,Combined signal: Moderate Brake (1.8 m/s²) + elevated cabin audio (83 dB). Traffic conditions.,Motion: moderate_brake | Audio: loud,2024-02-06,08:02:00
FLAG128,TRIP027,DRV136,2024-02-06 09:09:39,39,moderate_brake,low,0.46,0.18,0.28,Moderate Brake detected (2.3 m/s²). Motion-only signal.,Motion: moderate_brake | Audio: normal,2024-02-06,09:09:00
FLAG129,TRIP027,DRV136,2024-02-06 09:19:17,617,harsh_braking,low,0.41,0.18,0.25,Harsh Braking detected (2.9 m/s²). Motion-only signal.,Motion: harsh_braking | Audio: normal,2024-02-06,09:09:00
FLAG130,TRIP027,DRV136,2024-02-06 09:30:41,1301,harsh_braking,medium,0.41,0.93,0.64,Combined signal: Harsh Braking (2.9 m/s²) + elevated cabin audio (93 dB). Traffic conditions.,Motion: harsh_braking | Audio: very_loud,2024-02-06,09:09:00
FLAG131,TRIP027,DRV136,2024-02-06 09:24:51,951,harsh_braking,low,0.44,0.18,0.26,Harsh Braking detected (3.1 m/s²). Motion-only signal.,Motion: harsh_braking | Audio: normal,2024-02-06,09:09:00
FLAG132,TRIP028,DRV189,2024-02-06 10:16:04,4,harsh_braking,low,0.44,0.18,0.26,Harsh Braking detected (3.1 m/s²). Motion-only signal.,Motion: harsh_braking | Audio: normal,2024-02-06,10:16:00
FLAG133,TRIP028,DRV189,2024-02-06 10:18:44,164,harsh_braking,low,0.37,0.18,0.22,Harsh Braking detected (2.6 m/s²). Motion-only signal.,Motion: harsh_braking | Audio: normal,2024-02-06,10:16:00
FLAG134,TRIP028,DRV189,2024-02-06 10:37:11,1271,moderate_brake,low,0.38,0.18,0.23,Moderate Brake detected (1.9 m/s²). Motion-only signal.,Motion: moderate_brake | Audio: normal,2024-02-06,10:16:00
FLAG135,TRIP028,DRV189,2024-02-06 10:34:35,1115,harsh_braking,low,0.43,0.18,0.26,Harsh Braking detected (3.0 m/s²). Motion-only signal.,Motion: harsh_braking | Audio: normal,2024-02-06,10:16:00
FLAG136,TRIP029,DRV106,2024-02-06 11:36:04,784,harsh_braking,medium,0.36,0.8,0.56,Combined signal: Harsh Braking (2.5 m/s²) + elevated cabin audio (97 dB). Traffic conditions.,Motion: harsh_braking | Audio: loud,2024-02-06,11:23:00
FLAG137,TRIP029,DRV106,2024-02-06 11:51:20,1700,moderate_brake,low,0.38,0.18,0.23,Moderate Brake detected (1.9 m/s²). Motion-only signal.,Motion: moderate_brake | Audio: normal,2024-02-06,11:23:00
FLAG138,TRIP030,DRV150,2024-02-06 12:38:31,511,moderate_brake,low,0.43,0.18,0.26,Moderate Brake detected (2.2 m/s²). Motion-only signal.,Motion: moderate_brake | Audio: normal,2024-02-06,12:30:00
FLAG139,TRIP030,DRV150,2024-02-06 12:59:43,1783,moderate_brake,low,0.41,0.18,0.25,Moderate Brake detected (2.0 m/s²). Motion-only signal.,Motion: moderate_brake | Audio: normal,2024-02-06,12:30:00
FLAG140,TRIP030,DRV150,2024-02-06 12:49:34,1174,moderate_brake,low,0.37,0.18,0.22,Moderate Brake detected (1.8 m/s²). Motion-only signal.,Motion: moderate_brake | Audio: normal,2024-02-06,12:30:00
FLAG141,TRIP030,DRV150,2024-02-06 12:41:01,661,harsh_braking,low,0.42,0.18,0.25,Harsh Braking detected (2.9 m/s²). Motion-only signal.,Motion: harsh_braking | Audio: normal,2024-02-06,12:30:00
FLAG142,TRIP001,DRV107,2024-02-06 06:49:52,292,audio_spike,high,0.2,0.88,0.48,Sustained elevated cabin audio (88 dB). Audio-only signal.,Motion: normal | Audio: argument,2024-02-06,06:45:00
FLAG143,TRIP001,DRV107,2024-02-06 06:55:11,611,audio_spike,high,0.2,0.86,0.47,Sustained elevated cabin audio (86 dB). Audio-only signal.,Motion: normal | Audio: very_loud,2024-02-06,06:45:00
FLAG144,TRIP002,DRV188,2024-02-06 07:42:37,1657,audio_spike,medium,0.2,0.8,0.44,Sustained elevated cabin audio (92 dB). Audio-only signal.,Motion: normal | Audio: loud,2024-02-06,07:15:00
FLAG145,TRIP003,DRV003,2024-02-06 08:02:33,633,audio_spike,medium,0.2,0.75,0.41,Sustained elevated cabin audio (75 dB). Audio-only signal.,Motion: normal | Audio: argument,2024-02-06,07:52:00
FLAG146,TRIP004,DRV210,2024-02-06 08:51:13,1393,audio_spike,low,0.2,0.63,0.35,Sustained elevated cabin audio (63 dB). Audio-only signal.,Motion: normal | Audio: argument,2024-02-06,08:28:00
FLAG147,TRIP005,DRV206,2024-02-06 09:40:57,1557,audio_spike,medium,0.2,0.73,0.4,Sustained elevated cabin audio (73 dB). Audio-only signal.,Motion: normal | Audio: very_loud,2024-02-06,09:15:00
FLAG148,TRIP006,DRV077,2024-02-06 10:29:57,1497,audio_spike,medium,0.2,0.79,0.43,Sustained elevated cabin audio (79 dB). Audio-only signal.,Motion: normal | Audio: argument,2024-02-06,10:05:00
FLAG149,TRIP008,DRV050,2024-02-06 17:48:15,1095,audio_spike,high,0.2,0.96,0.53,Sustained elevated cabin audio (97 dB). Audio-only signal.,Motion: normal | Audio: argument,2024-02-06,17:30:00
FLAG150,TRIP009,DRV070,2024-02-06 18:19:14,254,audio_spike,medium,0.2,0.73,0.4,Sustained elevated cabin audio (73 dB). Audio-only signal.,Motion: normal | Audio: loud,2024-02-06,18:15:00
FLAG151,TRIP009,DRV070,2024-02-06 18:21:42,402,audio_spike,high,0.2,0.9,0.5,Sustained elevated cabin audio (90 dB). Audio-only signal.,Motion: normal | Audio: very_loud,2024-02-06,18:15:00
FLAG152,TRIP011,DRV112,2024-02-06 08:10:18,618,audio_spike,high,0.2,0.87,0.48,Sustained elevated cabin audio (87 dB). Audio-only signal.,Motion: normal | Audio: argument,2024-02-06,08:00:00
FLAG153,TRIP012,DRV042,2024-02-06 09:19:25,1765,audio_spike,low,0.2,0.53,0.29,Sustained elevated cabin audio (53 dB). Audio-only signal.,Motion: normal | Audio: argument,2024-02-06,08:50:00
FLAG154,TRIP013,DRV096,2024-02-06 10:14:29,1769,audio_spike,medium,0.2,0.8,0.44,Sustained elevated cabin audio (89 dB). Audio-only signal.,Motion: normal | Audio: loud,2024-02-06,09:45:00
FLAG155,TRIP013,DRV096,2024-02-06 09:46:44,104,audio_spike,high,0.2,0.86,0.47,Sustained elevated cabin audio (86 dB). Audio-only signal.,Motion: normal | Audio: very_loud,2024-02-06,09:45:00
FLAG156,TRIP013,DRV096,2024-02-06 10:02:12,1032,audio_spike,medium,0.2,0.78,0.43,Sustained elevated cabin audio (78 dB). Audio-only signal.,Motion: normal | Audio: very_loud,2024-02-06,09:45:00
FLAG157,TRIP013,DRV096,2024-02-06 09:47:44,164,audio_spike,high,0.2,0.93,0.51,Sustained elevated cabin audio (93 dB). Audio-only signal.,Motion: normal | Audio: argument,2024-02-06,09:45:00
FLAG158,TRIP014,DRV032,2024-02-06 06:47:07,1027,audio_spike,medium,0.2,0.8,0.44,Sustained elevated cabin audio (89 dB). Audio-only signal.,Motion: normal | Audio: loud,2024-02-06,06:30:00
FLAG159,TRIP015,DRV111,2024-02-06 07:15:53,353,audio_spike,medium,0.2,0.8,0.44,Sustained elevated cabin audio (95 dB). Audio-only signal.,Motion: normal | Audio: loud,2024-02-06,07:10:00
FLAG160,TRIP015,DRV111,2024-02-06 07:25:54,954,audio_spike,high,0.2,0.93,0.51,Sustained elevated cabin audio (93 dB). Audio-only signal.,Motion: normal | Audio: very_loud,2024-02-06,07:10:00
FLAG161,TRIP015,DRV111,2024-02-06 07:28:11,1091,audio_spike,medium,0.2,0.71,0.39,Sustained elevated cabin audio (71 dB). Audio-only signal.,Motion: normal | Audio: very_loud,2024-02-06,07:10:00
FLAG162,TRIP015,DRV111,2024-02-06 07:30:24,1224,audio_spike,high,0.2,0.93,0.51,Sustained elevated cabin audio (93 dB). Audio-only signal.,Motion: normal | Audio: argument,2024-02-06,07:10:00
FLAG163,TRIP017,DRV144,2024-02-06 15:01:52,592,audio_spike,low,0.2,0.64,0.35,Sustained elevated cabin audio (64 dB). Audio-only signal.,Motion: normal | Audio: argument,2024-02-06,14:52:00
FLAG164,TRIP018,DRV161,2024-02-06 18:19:32,1172,audio_spike,medium,0.2,0.73,0.4,Sustained elevated cabin audio (73 dB). Audio-only signal.,Motion: normal | Audio: loud,2024-02-06,18:00:00
FLAG165,TRIP018,DRV161,2024-02-06 18:11:05,665,audio_spike,medium,0.2,0.8,0.44,Sustained elevated cabin audio (92 dB). Audio-only signal.,Motion: normal | Audio: loud,2024-02-06,18:00:00
FLAG166,TRIP018,DRV161,2024-02-06 18:05:23,323,audio_spike,medium,0.2,0.76,0.42,Sustained elevated cabin audio (76 dB). Audio-only signal.,Motion: normal | Audio: argument,2024-02-06,18:00:00
FLAG167,TRIP019,DRV045,2024-02-06 19:16:28,688,audio_spike,medium,0.2,0.8,0.44,Sustained elevated cabin audio (82 dB). Audio-only signal.,Motion: normal | Audio: very_loud,2024-02-06,19:05:00
FLAG168,TRIP019,DRV045,2024-02-06 19:15:30,630,audio_spike,high,0.2,0.96,0.53,Sustained elevated cabin audio (96 dB). Audio-only signal.,Motion: normal | Audio: argument,2024-02-06,19:05:00
FLAG169,TRIP020,DRV157,2024-02-06 07:14:50,890,audio_spike,low,0.2,0.67,0.37,Sustained elevated cabin audio (67 dB). Audio-only signal.,Motion: normal | Audio: argument,2024-02-06,07:00:00
FLAG170,TRIP021,DRV142,2024-02-06 15:32:56,356,audio_spike,medium,0.2,0.73,0.4,Sustained elevated cabin audio (73 dB). Audio-only signal.,Motion: normal | Audio: very_loud,2024-02-06,15:27:00
FLAG171,TRIP021,DRV142,2024-02-06 15:34:11,431,audio_spike,medium,0.2,0.8,0.44,Sustained elevated cabin audio (86 dB). Audio-only signal.,Motion: normal | Audio: loud,2024-02-06,15:27:00
FLAG172,TRIP023,DRV091,2024-02-06 17:47:21,381,audio_spike,low,0.2,0.5,0.28,Sustained elevated cabin audio (50 dB). Audio-only signal.,Motion: normal | Audio: argument,2024-02-06,17:41:00
FLAG173,TRIP023,DRV091,2024-02-06 17:49:03,483,audio_spike,low,0.2,0.53,0.29,Sustained elevated cabin audio (53 dB). Audio-only signal.,Motion: normal | Audio: argument,2024-02-06,17:41:00
FLAG174,TRIP024,DRV189,2024-02-06 07:08:40,1240,audio_spike,medium,0.2,0.73,0.4,Sustained elevated cabin audio (73 dB). Audio-only signal.,Motion: normal | Audio: loud,2024-02-06,06:48:00
FLAG175,TRIP025,DRV188,2024-02-06 08:16:53,1313,audio_spike,high,0.2,0.96,0.53,Sustained elevated cabin audio (96 dB). Audio-only signal.,Motion: normal | Audio: argument,2024-02-06,07:55:00
FLAG176,TRIP026,DRV024,2024-02-06 08:04:49,169,audio_spike,medium,0.2,0.8,0.44,Sustained elevated cabin audio (96 dB). Audio-only signal.,Motion: normal | Audio: loud,2024-02-06,08:02:00
FLAG177,TRIP026,DRV024,2024-02-06 08:29:33,1653,audio_spike,medium,0.2,0.8,0.44,Sustained elevated cabin audio (93 dB). Audio-only signal.,Motion: normal | Audio: loud,2024-02-06,08:02:00
FLAG178,TRIP028,DRV189,2024-02-06 10:21:22,322,audio_spike,high,0.2,0.95,0.52,Sustained elevated cabin audio (95 dB). Audio-only signal.,Motion: normal | Audio: argument,2024-02-06,10:16:00
FLAG179,TRIP028,DRV189,2024-02-06 10:44:57,1737,audio_spike,high,0.2,0.96,0.53,Sustained elevated cabin audio (97 dB). Audio-only signal.,Motion: normal | Audio: argument,2024-02-06,10:16:00
FLAG180,TRIP029,DRV106,2024-02-06 11:27:34,274,audio_spike,medium,0.2,0.8,0.44,Sustained elevated cabin audio (82 dB). Audio-only signal.,Motion: normal | Audio: loud,2024-02-06,11:23:00
FLAG181,TRIP030,DRV150,2024-02-06 12:56:14,1574,audio_spike,low,0.2,0.55,0.3,Sustained elevated cabin audio (55 dB). Audio-only signal.,Motion: normal | Audio: argument,2024-02-06,12:30:00
FLAG182,TRIP030,DRV150,2024-02-06 12:31:14,74,audio_spike,medium,0.2,0.75,0.41,Sustained elevated cabin audio (75 dB). Audio-only signal.,Motion: normal | Audio: loud,2024-02-06,12:30:00
